t_s,gpu_util_%,gpu_mem_mb,power_w,sm_mhz,mem_mhz,temp_c,cpu_total_%,cpu_mainproc_%,disk_read_mbs,disk_write_mbs,ram_used_gb
348.5,100,5924,28.43,1777,5486,56,25.9,4.4,47.8,0.54,14.33
349.5,100,5924,28.59,1777,5486,56,33.8,32.1,37.6,0.19,14.37
350.6,100,5924,28.64,1777,5486,57,32.4,23.7,37.23,0.15,14.36
351.7,100,5924,29.03,1777,5486,56,38.7,29.3,34.94,0.24,14.35
352.7,100,5924,28.49,1777,5486,56,33.2,4.4,35.89,0.23,14.34
353.8,100,5924,28.44,1777,5486,56,32.2,5.9,36.16,0.0,14.38
354.8,100,5924,28.63,1777,5486,56,35.1,19.1,41.45,0.44,14.37
355.9,100,5924,28.48,1777,5486,56,23.9,2.9,19.08,0.93,14.32
357.0,100,5924,28.54,1777,5486,56,17.8,19.1,0.3,0.63,14.31
358.0,95,1388,23.30,1777,5486,56,30.4,94.3,0.88,0.3,14.02
359.1,19,1324,21.70,1777,5486,54,23.8,100.3,0.07,0.0,14.03
360.1,51,1340,17.29,1777,5486,54,30.6,99.6,0.05,0.27,14.08
361.2,18,1340,16.53,1777,5486,54,35.4,98.0,0.59,2.2,14.01
362.3,19,1341,17.12,1777,5486,54,32.9,97.9,0.1,7.08,13.99
363.3,25,1381,17.06,1777,5486,54,35.2,98.1,0.18,0.21,13.94
364.4,18,1356,15.52,1777,5486,53,40.8,33.9,8.76,28.08,14.07
365.5,97,5928,32.34,1777,5486,55,52.9,64.5,9.83,13.66,14.56
366.5,100,5932,34.07,1777,5486,56,54.5,107.0,15.21,7.05,14.53
367.6,100,5927,33.00,1777,5486,56,41.0,95.1,9.76,13.41,14.48
368.7,100,5928,34.05,1777,5486,56,39.7,127.5,6.15,5.24,14.49
369.7,100,5930,32.61,1777,5486,56,39.2,104.5,4.79,5.36,14.49
370.8,99,5944,30.77,1777,5486,56,47.0,138.6,6.35,8.74,14.49
371.9,100,5936,29.37,1777,5486,56,39.0,100.9,5.69,5.32,14.47
372.9,100,5936,30.63,1777,5486,56,43.2,146.4,5.89,4.19,14.46
374.0,100,5936,30.72,1777,5486,56,42.6,133.3,5.76,4.21,14.44
375.0,100,5935,30.65,1777,5486,56,42.3,132.7,8.47,4.44,14.41
376.1,100,5924,30.74,1777,5486,57,39.3,99.4,10.4,0.4,14.43
377.2,100,5924,31.06,1777,5486,57,37.7,130.2,4.96,4.69,14.41
378.3,100,5924,30.78,1777,5486,57,40.5,159.1,6.28,4.19,14.38
379.3,100,5924,31.12,1777,5486,57,38.2,138.9,7.55,3.15,14.39
380.4,98,5924,30.89,1777,5486,56,42.0,127.0,8.06,3.31,14.41
381.5,100,5924,30.95,1777,5486,57,39.0,143.3,6.02,6.87,14.37
382.5,100,5924,30.55,1777,5486,57,46.1,139.5,6.68,3.29,14.42
383.6,100,5924,32.01,1777,5486,57,54.0,98.6,44.98,3.63,14.48
384.7,100,5924,33.76,1777,5486,57,47.5,103.3,14.73,6.23,14.48
385.7,100,5924,33.42,1777,5486,58,61.7,138.4,16.29,14.99,14.7
386.8,99,5924,30.61,1777,5486,57,71.0,130.0,15.56,6.18,14.84
387.9,98,5924,25.07,1777,5486,57,74.5,135.9,18.88,332.71,14.52
389.0,98,5924,31.22,1777,5486,57,68.6,124.7,26.29,29.06,14.57
390.1,100,5946,29.33,1777,5486,58,67.5,99.8,23.52,13.77,14.67
391.2,100,5946,31.37,1777,5486,57,94.0,136.1,77.86,13.56,14.74
392.2,100,5914,27.61,1777,5486,57,60.0,106.1,34.54,25.12,14.17
393.3,100,5914,29.29,1777,5486,58,41.5,102.3,41.18,5.03,14.15
394.4,100,5914,27.77,1777,5486,58,45.1,152.8,15.84,2.8,14.17
395.5,98,5914,27.92,1777,5486,57,38.5,148.5,6.51,2.36,14.16
396.5,100,5914,31.02,1777,5486,57,46.2,164.4,9.52,0.39,14.17
397.6,100,5914,25.25,1777,5486,57,31.2,109.2,9.92,2.69,14.17
398.7,100,5914,28.43,1777,5486,58,32.2,98.6,6.16,2.1,14.17
399.7,98,5918,27.96,1777,5486,57,35.6,113.9,10.66,2.39,14.13
400.8,100,5918,28.50,1777,5486,57,45.2,156.3,9.72,0.54,14.16
401.8,100,5912,31.05,1777,5486,58,41.2,157.4,14.77,2.83,14.18
402.9,100,5912,28.98,1777,5486,57,34.6,109.8,9.0,17.18,14.17
404.0,100,5912,28.27,1777,5486,57,35.6,135.1,8.04,0.64,14.16
405.1,100,5912,28.12,1777,5486,57,33.6,157.5,6.41,0.27,14.15
406.1,100,5912,28.37,1777,5486,57,38.9,140.6,4.28,0.0,14.15
407.2,100,5912,28.13,1777,5486,57,36.7,130.5,7.24,0.69,14.11
408.3,100,5912,28.22,1777,5486,56,35.3,99.5,9.25,0.21,14.09
409.3,100,5912,27.89,1777,5486,57,39.1,130.5,5.35,0.19,14.12
410.4,99,5912,29.14,1777,5486,57,41.2,154.1,6.28,0.07,14.08
411.5,98,5912,28.11,1777,5486,57,42.8,148.8,6.84,0.37,14.07
412.5,100,5912,28.81,1777,5486,57,40.6,162.2,7.08,0.29,14.09
413.6,99,5912,27.94,1777,5486,58,43.0,133.2,7.78,0.21,14.09
414.6,99,5912,29.35,1777,5486,57,41.3,134.5,6.6,0.23,14.15
415.7,98,5912,28.07,1777,5486,57,36.7,111.8,6.57,3.66,14.11
416.8,100,5912,28.54,1777,5486,57,36.2,159.3,5.77,0.55,14.13
417.9,99,5912,27.72,1777,5486,57,35.6,127.0,8.32,0.51,14.14
418.9,100,5912,28.08,1777,5486,57,42.0,112.4,9.54,0.16,14.14
420.0,99,5912,28.24,1777,5486,57,35.3,123.1,5.53,0.05,14.13
421.0,100,5912,28.04,1777,5486,57,45.7,121.0,8.1,1.23,14.13
422.1,100,5912,28.37,1777,5486,57,41.3,162.4,6.3,0.54,14.13
423.2,100,5912,26.26,1777,5486,57,42.7,160.2,7.28,0.07,14.07
424.2,99,5912,25.91,1777,5486,57,36.1,129.5,9.32,0.11,14.07
425.3,100,5912,28.05,1777,5486,57,45.5,127.4,11.78,0.06,14.08
426.3,100,5912,28.11,1777,5486,57,42.4,157.2,6.38,0.21,14.08
427.4,98,5912,28.08,1777,5486,57,37.0,147.6,5.33,0.34,14.08
428.5,100,5912,28.70,1777,5486,57,40.9,132.5,5.02,0.08,14.05
429.5,100,5912,27.86,1777,5486,57,46.3,133.4,13.54,0.08,14.07
430.6,100,5912,30.78,1777,5486,57,39.8,125.4,4.67,0.47,14.08
431.7,98,5912,28.08,1777,5486,57,45.3,147.6,4.73,0.27,14.09
432.8,100,5912,28.42,1777,5486,57,38.4,141.2,4.23,0.09,14.06
433.8,100,5912,27.77,1777,5486,57,33.6,92.8,7.78,0.23,14.04
434.9,100,5912,29.01,1777,5486,57,41.4,112.2,10.06,0.03,14.05
435.9,100,5912,27.98,1777,5486,57,34.7,125.7,6.7,0.06,14.08
437.0,100,5912,27.73,1777,5486,57,31.5,103.3,6.17,0.29,14.09
438.1,100,5912,28.44,1777,5486,57,41.3,133.9,6.97,0.04,14.08
439.1,100,5912,28.39,1777,5486,57,36.6,143.2,7.44,0.08,14.07
440.2,97,5912,27.83,1777,5486,57,40.9,145.3,8.61,0.04,14.07
441.3,100,5912,27.90,1777,5486,57,36.8,138.9,6.76,1.37,14.08
442.4,100,5912,28.40,1777,5486,57,41.2,100.7,4.38,0.16,14.31
443.4,98,5912,28.37,1777,5486,57,47.4,136.0,5.71,0.52,14.42
444.5,100,5912,29.85,1777,5486,57,43.4,96.9,7.42,0.1,14.44
445.6,100,5912,29.98,1777,5486,58,48.5,96.0,6.47,0.09,14.5
446.7,100,5945,27.96,1777,5486,57,71.1,99.3,5.74,1.16,14.67
447.7,100,5912,22.79,1777,5486,57,51.5,131.3,5.86,1.49,14.06
448.8,100,5912,27.73,1777,5486,57,38.4,160.7,4.94,0.49,14.07
449.9,100,5912,27.94,1777,5486,57,38.1,131.3,6.32,0.17,14.08
450.9,99,5912,27.71,1777,5486,58,40.5,122.8,7.07,0.17,14.08
452.0,99,5912,28.96,1777,5486,57,36.9,144.5,19.98,0.01,14.08
453.1,99,5912,28.00,1777,5486,57,34.8,166.8,4.39,0.41,14.05
454.1,100,5912,28.22,1777,5486,57,37.2,124.0,5.28,0.06,14.05
455.2,100,5912,27.78,1777,5486,57,40.4,121.1,7.39,0.14,14.07
456.3,100,5912,28.93,1777,5486,57,39.2,126.8,5.87,1.25,14.11
457.3,98,5912,28.08,1777,5486,57,38.8,141.6,2.8,0.14,14.05
458.4,100,5912,28.32,1777,5486,57,33.1,134.3,5.46,0.76,14.06
459.5,100,5912,27.97,1777,5486,57,30.7,100.3,4.61,0.03,14.05
460.6,100,5912,28.09,1777,5486,57,36.0,152.2,6.05,0.31,14.05
461.6,100,5920,27.76,1777,5486,57,39.7,116.5,6.83,0.06,14.06
462.7,100,5920,28.84,1777,5486,57,33.1,103.6,4.23,0.15,14.04
463.8,100,5930,28.33,1777,5486,57,46.3,159.4,4.95,0.17,14.06
464.8,100,5932,30.05,1777,5486,58,40.0,99.7,9.62,0.36,14.07
465.9,100,5922,28.78,1777,5486,57,39.8,110.4,4.13,0.18,14.07
467.0,100,5922,27.77,1777,5486,57,39.3,115.7,8.57,0.11,14.06
468.0,100,5922,29.05,1777,5486,57,40.0,141.5,5.46,0.97,14.05
469.1,100,5922,27.94,1777,5486,57,34.7,91.3,4.74,0.46,14.05
470.2,99,5922,28.41,1777,5486,57,38.5,157.0,5.42,0.07,14.06
471.2,100,5922,28.04,1777,5486,57,39.7,98.7,8.42,0.15,14.05
472.3,99,5922,29.06,1777,5486,58,41.2,112.8,14.74,0.38,14.07
473.4,100,5922,27.21,1777,5486,57,46.6,142.6,7.22,1.85,14.04
474.4,100,5922,28.44,1777,5486,57,35.2,138.6,5.94,0.25,14.03
475.5,100,5922,28.14,1777,5486,57,35.5,153.1,3.41,0.37,14.0
476.6,100,5922,28.29,1777,5486,58,35.0,100.4,7.76,0.05,14.03
477.6,100,5922,27.92,1777,5486,57,41.1,104.5,7.31,0.32,14.08
478.7,100,5922,28.42,1777,5486,57,34.5,132.9,3.88,0.73,14.06
479.8,100,5922,28.39,1777,5486,57,40.9,140.6,4.49,1.44,14.07
480.9,100,5922,28.31,1777,5486,57,33.0,106.6,5.83,0.13,14.03
481.9,100,5922,28.46,1777,5486,57,38.5,130.3,5.46,0.05,14.05
483.0,100,5922,27.83,1777,5486,57,48.2,123.9,5.13,0.05,14.07
484.0,99,5922,29.09,1777,5486,57,40.2,145.7,4.46,0.35,14.05
485.1,100,5922,28.09,1777,5486,57,44.1,144.5,3.66,0.15,14.02
486.2,100,5922,29.14,1777,5486,58,42.2,156.3,5.32,0.66,13.98
487.3,100,5922,27.00,1777,5486,57,38.2,125.2,5.86,0.02,14.01
488.3,100,5922,29.14,1777,5486,58,43.4,134.0,6.39,0.3,14.01
489.4,100,5922,27.43,1777,5486,57,38.6,131.4,3.44,0.03,14.01
490.5,100,5922,28.49,1777,5486,57,39.3,152.6,4.28,0.09,14.03
491.5,100,5922,28.20,1777,5486,57,39.2,122.0,4.3,0.0,13.99
492.6,100,5919,28.40,1777,5486,57,42.2,140.1,4.12,0.43,14.01
493.7,100,5931,27.69,1777,5486,57,42.8,115.3,4.31,0.27,14.06
494.7,100,5929,28.49,1777,5486,57,41.4,126.7,3.8,0.13,14.03
495.8,100,5923,27.67,1777,5486,57,38.7,165.5,4.22,0.6,14.03
496.9,99,5923,27.92,1777,5486,58,40.5,145.0,3.72,0.0,14.03
497.9,100,5923,29.06,1777,5486,57,33.5,94.7,7.28,0.34,14.03
499.0,100,5923,27.86,1777,5486,57,31.8,101.0,5.64,0.45,14.05
500.1,99,5923,29.48,1777,5486,57,41.1,100.8,4.69,0.38,14.15
501.1,98,5923,28.17,1777,5486,57,45.8,98.2,5.02,0.0,14.34
502.2,100,5923,23.01,1777,5486,58,48.8,160.8,5.17,0.2,14.39
503.3,100,5923,28.07,1777,5486,57,46.4,127.1,6.1,0.14,14.43
504.4,100,5945,25.98,1777,5486,57,74.8,132.5,4.58,1.06,14.61
505.4,99,5912,29.58,1777,5486,57,44.4,148.6,3.1,0.35,14.02
506.5,100,5912,27.36,1777,5486,57,30.9,119.6,4.48,0.01,14.03
507.6,100,5912,28.63,1777,5486,57,32.1,98.7,3.93,0.82,14.03
508.6,100,5912,27.97,1777,5486,58,37.3,115.7,6.78,1.92,14.02
509.7,100,5912,28.80,1777,5486,58,35.0,144.9,6.17,0.0,14.03
510.7,100,5912,27.96,1777,5486,57,43.8,149.0,6.62,0.14,14.0
511.8,100,5912,28.54,1777,5486,58,37.5,162.1,5.21,0.11,14.01
512.9,100,5912,27.62,1777,5486,57,34.0,106.2,5.95,0.12,14.0
513.9,100,5912,28.71,1777,5486,58,47.1,129.4,5.6,0.09,14.0
515.0,99,5912,27.86,1777,5486,57,36.1,141.0,3.25,0.0,14.01
516.0,100,5912,28.23,1777,5486,57,38.6,149.1,2.43,0.0,14.0
517.1,100,5912,27.80,1777,5486,57,34.3,150.5,3.1,0.06,13.96
518.2,99,5912,28.12,1777,5486,58,32.8,119.2,5.25,0.01,13.98
519.2,99,5912,27.83,1777,5486,57,33.4,111.3,6.22,0.23,13.99
520.3,100,5912,28.08,1777,5486,57,36.2,141.5,5.95,0.05,14.0
521.4,100,5912,28.59,1777,5486,57,30.1,136.6,2.93,0.19,13.97
522.4,98,5904,28.40,1777,5486,57,34.2,154.7,3.51,0.11,13.99
523.5,100,5904,29.08,1777,5486,57,33.3,91.8,6.3,0.11,14.0
524.6,100,5904,27.85,1777,5486,57,38.0,97.4,5.72,0.38,14.02
525.6,100,5904,29.42,1777,5486,57,34.3,129.7,3.18,0.0,13.99
526.7,97,5904,27.67,1777,5486,58,41.0,94.9,3.49,0.06,13.98
527.8,100,5904,28.52,1777,5486,57,37.8,147.8,2.62,0.05,13.96
528.9,100,5904,27.88,1777,5486,57,38.3,128.6,4.39,0.46,13.97
529.9,100,5904,28.25,1777,5486,57,39.2,119.6,6.67,0.04,13.97
531.0,99,5904,28.36,1777,5486,58,41.1,142.6,4.3,0.05,13.98
532.1,100,5904,28.43,1777,5486,57,35.7,133.3,4.84,0.14,13.96
533.2,100,5904,28.05,1777,5486,57,37.0,134.0,3.54,0.23,13.97
534.2,100,5904,28.21,1777,5486,58,32.9,99.6,4.55,0.13,13.98
535.3,100,5904,27.84,1777,5486,57,35.1,105.2,4.61,0.17,13.97
536.3,100,5904,28.23,1777,5486,57,48.1,139.8,4.41,0.0,13.99
537.4,99,5904,29.24,1777,5486,57,35.2,138.4,3.6,0.6,13.98
538.5,98,5904,28.12,1777,5486,57,34.3,142.8,3.3,0.28,13.96
539.6,100,5904,28.31,1777,5486,58,39.9,90.0,4.67,0.0,13.98
540.6,100,5904,28.07,1777,5486,57,35.5,103.6,4.92,0.05,13.98
541.7,99,5904,28.84,1777,5486,57,36.1,99.1,5.08,0.05,13.99
542.7,98,5904,27.79,1777,5486,57,37.8,158.8,4.98,0.08,13.99
543.8,100,5904,28.63,1777,5486,57,33.7,102.1,3.11,0.15,14.0
544.9,100,5904,28.00,1777,5486,57,44.1,151.0,4.74,0.05,13.97
546.0,100,5904,28.00,1777,5486,57,44.2,121.5,6.27,0.05,13.96
547.0,100,5904,27.89,1777,5486,57,36.0,124.9,4.58,0.01,14.01
548.1,100,5904,28.88,1777,5486,57,37.0,94.7,2.78,0.0,13.97
549.2,100,5904,28.42,1777,5486,57,40.0,158.2,5.49,3.65,13.96
550.3,100,5904,28.69,1777,5486,57,33.7,103.4,3.8,0.0,13.92
551.3,100,5904,27.75,1777,5486,57,35.4,100.5,4.69,0.0,13.95
552.4,100,5904,28.52,1777,5486,57,36.7,96.4,5.32,0.08,14.0
553.4,99,5904,29.06,1777,5486,57,43.1,128.2,3.12,0.5,14.27
554.5,100,5904,28.33,1777,5486,57,51.7,141.9,3.41,0.03,14.3
555.6,100,5904,27.94,1777,5486,57,48.0,101.4,4.39,0.11,14.36
556.6,100,5936,27.97,1777,5486,58,59.6,118.4,4.61,0.47,14.52
557.7,100,5936,27.86,1777,5486,57,66.4,137.8,4.19,0.98,14.49
558.8,100,5904,35.54,1777,5486,57,45.0,163.1,3.63,0.06,13.96
559.8,100,5904,27.77,1777,5486,58,36.7,177.4,3.85,0.31,13.96
560.9,100,5904,28.55,1777,5486,57,38.2,160.6,4.03,0.05,13.96
562.0,99,5904,27.80,1777,5486,57,38.4,118.2,5.64,0.07,13.96
563.0,100,5904,29.09,1777,5486,57,34.8,146.0,5.54,0.02,13.98
564.1,100,5904,28.10,1777,5486,57,36.0,165.0,3.7,0.29,13.98
565.2,100,5904,28.21,1777,5486,58,34.3,143.2,4.48,0.04,13.95
566.2,100,5904,28.05,1777,5486,57,31.2,92.9,3.77,0.39,13.95
567.3,99,5904,29.06,1777,5486,58,36.1,123.9,4.34,0.01,14.0
568.4,98,5904,27.75,1777,5486,57,34.6,147.0,4.56,0.29,13.97
569.4,100,5904,28.08,1777,5486,58,35.9,144.0,3.21,0.1,13.95
570.5,100,5904,28.37,1777,5486,57,37.8,143.6,4.01,0.0,13.97
571.6,100,5904,28.26,1777,5486,57,34.9,120.2,4.92,0.16,13.94
572.6,100,5904,27.80,1777,5486,57,41.1,121.6,4.49,0.03,13.98
573.7,100,5904,28.27,1777,5486,57,32.6,99.0,4.24,0.1,13.96
574.8,100,5904,28.15,1777,5486,57,28.5,103.5,3.08,0.0,13.97
575.8,100,5904,28.13,1777,5486,57,29.8,100.9,3.62,0.04,13.98
576.9,100,5904,28.54,1777,5486,58,35.2,133.0,6.75,9.15,13.91
578.0,100,5904,28.27,1777,5486,57,36.7,126.9,4.34,0.02,13.93
579.0,99,5904,29.27,1777,5486,58,38.4,147.0,4.61,0.24,13.92
580.1,98,5904,27.80,1777,5486,57,35.3,145.6,3.06,0.0,13.91
581.2,100,5904,28.34,1777,5486,57,33.5,145.0,3.41,0.04,13.92
582.3,100,5904,28.02,1777,5486,58,38.4,134.2,6.35,0.2,13.89
583.3,100,5904,29.34,1777,5486,57,34.6,104.8,4.43,0.06,13.91
584.4,100,5904,27.82,1777,5486,57,38.7,93.2,3.1,0.29,13.91
585.5,100,5904,28.44,1777,5486,57,38.2,141.2,4.01,0.0,13.87
586.5,100,5904,27.93,1777,5486,57,40.0,150.5,3.51,0.02,13.87
587.6,100,5904,28.37,1777,5486,57,37.4,98.6,4.76,0.03,13.88
588.7,100,5904,27.59,1777,5486,57,40.9,100.5,4.1,0.05,13.89
589.7,100,5904,28.45,1777,5486,57,38.6,135.8,4.42,0.0,13.9
590.8,100,5904,28.02,1777,5486,58,33.7,102.2,4.19,1.29,13.89
591.8,100,5904,28.26,1777,5486,57,37.1,169.1,1.62,1.09,13.86
592.9,100,5904,28.47,1777,5486,57,40.9,141.4,5.65,0.07,13.9
594.0,100,5904,28.23,1777,5486,57,38.6,118.3,4.66,0.03,13.9
595.0,99,5904,29.11,1777,5486,57,38.2,141.2,3.53,0.25,13.9
596.1,100,5904,27.95,1777,5486,57,38.3,137.1,4.78,0.15,13.89
597.2,100,5904,28.50,1777,5486,57,33.4,113.1,3.24,0.02,13.89
598.3,100,5904,28.16,1777,5486,57,43.9,143.5,4.98,0.11,13.92
599.3,97,5904,29.13,1777,5486,57,39.3,146.7,3.29,0.8,13.92
600.4,100,5904,27.44,1777,5486,57,38.8,134.0,2.96,0.09,13.9
601.5,100,5904,28.45,1777,5486,57,36.8,156.5,4.44,0.11,13.87
602.5,100,5904,28.01,1777,5486,58,37.3,163.5,2.68,0.05,13.9
603.6,100,5904,28.10,1777,5486,57,38.4,134.1,5.08,0.0,13.9
604.7,99,5904,27.74,1777,5486,57,39.5,128.3,4.29,0.07,13.89
605.7,100,5904,28.22,1777,5486,57,40.7,144.2,3.39,0.0,13.89
606.8,100,5904,28.01,1777,5486,58,37.3,122.3,3.13,0.02,13.87
607.9,100,5904,28.14,1777,5486,57,44.9,169.1,3.6,33.53,13.82
608.9,100,5904,28.32,1777,5486,57,32.9,99.2,3.99,0.04,13.81
610.0,100,5904,28.24,1777,5486,58,41.4,115.1,3.05,0.25,13.8
611.1,99,5904,29.12,1777,5486,57,37.2,143.2,2.76,0.02,13.8
612.1,100,5904,28.08,1777,5486,57,37.0,145.8,3.57,0.14,13.82
613.2,100,5904,28.56,1777,5486,57,44.0,175.4,2.69,0.05,13.82
614.3,100,5904,27.49,1777,5486,57,38.3,150.5,4.32,0.14,13.77
615.3,99,5904,28.94,1777,5486,57,37.3,113.5,5.22,0.36,13.78
616.4,98,5904,27.79,1777,5486,57,41.8,126.8,7.7,0.21,13.82
617.5,100,5904,28.55,1777,5486,57,39.7,140.7,4.23,0.88,13.77
618.5,100,5904,28.14,1777,5486,58,44.7,156.2,3.7,0.03,13.78
619.6,100,5904,28.42,1777,5486,58,35.9,117.9,3.91,0.24,13.79
620.6,100,5904,27.94,1777,5486,57,32.7,114.1,4.57,0.05,13.79
621.7,100,5904,28.47,1777,5486,57,37.5,139.0,2.53,0.07,13.81
622.8,100,5904,28.15,1777,5486,58,35.8,101.2,2.48,0.06,13.79
623.8,100,5904,28.37,1777,5486,58,31.8,133.1,3.09,0.0,13.79
624.9,100,5904,28.20,1777,5486,57,38.8,138.6,4.03,0.07,13.82
626.0,100,5904,28.28,1777,5486,58,40.5,136.2,3.79,0.03,13.84
627.0,99,5904,28.84,1777,5486,57,37.3,143.1,2.99,0.15,13.83
628.1,98,5904,27.92,1777,5486,57,34.4,98.0,2.54,0.03,13.8
629.2,100,5904,28.57,1777,5486,57,39.4,157.9,3.98,0.26,13.79
630.2,100,5904,28.33,1777,5486,58,28.1,87.4,2.25,0.05,13.78
631.3,99,5904,29.01,1777,5486,57,35.6,99.5,3.09,0.29,13.81
632.3,100,5904,27.80,1777,5486,57,29.5,99.0,1.87,0.07,13.82
633.4,100,5904,28.79,1777,5486,57,36.4,165.3,3.08,0.04,13.79
634.5,98,5904,28.36,1777,5486,57,33.9,138.0,2.93,0.2,13.78
635.6,100,5904,28.89,1777,5486,57,31.4,97.5,1.97,0.02,13.8
636.6,100,5904,27.83,1777,5486,57,41.8,96.2,3.25,0.04,13.82
637.7,100,5904,28.78,1777,5486,58,33.4,131.3,3.55,0.14,13.82
638.7,100,5904,28.41,1777,5486,57,27.4,96.0,2.11,0.0,13.78
639.8,100,5904,28.88,1777,5486,58,27.6,96.1,3.73,0.68,13.77
640.9,100,5904,27.87,1777,5486,57,28.0,135.0,0.0,0.02,13.78
641.9,100,5904,27.87,1777,5486,57,35.0,114.0,0.0,0.03,13.77
643.0,100,5904,28.91,1777,5486,57,23.8,94.6,0.0,0.03,13.77
644.1,100,5904,28.15,1777,5486,57,27.7,99.5,0.0,0.0,13.77
645.1,100,5904,28.14,1777,5486,57,36.5,175.9,0.12,0.34,13.77
646.2,100,5904,23.53,1777,5486,56,48.1,73.8,78.07,0.05,13.88
647.2,100,5904,23.06,1777,5486,56,36.4,97.6,24.01,0.38,13.8
648.3,100,5904,22.74,1777,5486,56,29.5,96.3,3.66,0.25,13.78
649.4,100,5904,23.68,1777,5486,56,32.5,97.6,23.73,0.28,13.83
650.4,100,5904,22.65,1777,5486,56,34.1,102.2,11.67,0.1,13.89
651.5,100,5904,23.44,1777,5486,57,33.6,99.1,13.65,1.85,13.9
652.5,100,5904,24.16,1777,5486,56,33.9,99.1,22.53,0.3,13.92
653.6,100,5904,23.28,1777,5486,56,30.7,97.5,10.27,0.0,13.92
654.6,100,5904,23.15,1777,5486,56,29.3,103.3,10.87,0.09,13.89
655.7,100,5904,22.68,1777,5486,56,28.9,100.5,11.46,0.0,13.9
656.8,100,5904,23.38,1777,5486,56,37.0,96.1,23.91,0.0,13.92
657.8,100,5904,24.02,1777,5486,56,29.3,97.2,0.0,0.01,13.88
658.9,100,5904,23.35,1777,5486,56,39.2,100.9,27.67,0.0,13.95
660.0,100,5904,24.13,1777,5486,56,32.0,99.6,14.85,0.3,13.88
661.0,100,5904,23.25,1777,5486,56,33.9,103.5,11.41,0.14,13.91
662.1,100,5906,22.99,1777,5486,55,40.6,98.9,9.71,0.65,13.94
663.2,100,5918,22.70,1777,5486,55,48.4,103.3,36.54,0.28,14.08
664.2,100,5919,23.87,1777,5486,56,41.4,99.7,1.18,1.79,14.25
665.3,100,5919,26.20,1777,5486,56,49.4,99.1,22.19,0.68,14.34
666.4,100,5952,23.52,1777,5486,56,51.0,96.3,4.45,1.16,14.48
667.5,99,5949,32.65,1777,5486,56,64.9,98.9,24.86,0.75,14.42
668.5,100,5917,24.94,1777,5486,56,31.5,97.6,13.67,0.17,13.91
669.6,100,5932,23.10,1777,5486,56,44.0,87.2,28.79,0.67,13.93
670.6,100,5933,23.15,1777,5486,55,31.0,100.6,11.67,0.84,13.93
671.7,100,5925,22.71,1777,5486,55,28.5,96.2,13.25,0.2,13.93
672.8,100,5924,22.59,1777,5486,56,29.9,102.9,9.65,0.0,13.92
673.8,100,5924,24.21,1777,5486,56,33.8,93.7,23.8,0.36,13.92
674.9,100,5902,23.48,1777,5486,56,32.8,92.1,16.8,0.28,13.96
676.0,100,5902,24.20,1777,5486,56,29.8,97.7,8.44,0.24,13.93
677.0,100,5902,23.54,1777,5486,56,48.1,101.5,64.32,6.11,14.05
678.1,100,5902,23.07,1777,5486,55,33.3,98.6,22.02,0.06,14.03
679.2,100,5902,22.66,1777,5486,55,34.1,93.3,26.86,0.19,14.03
680.2,100,5902,22.56,1777,5486,56,26.2,99.2,4.11,2.9,14.03
681.3,100,5902,24.11,1777,5486,56,27.0,100.4,9.72,0.21,14.04
682.3,100,5902,23.26,1777,5486,55,27.9,97.1,1.82,0.0,14.01
683.4,100,5902,23.00,1777,5486,55,28.7,94.8,0.16,0.24,14.01
684.5,100,5902,23.79,1777,5486,55,25.8,93.1,0.27,0.18,14.01
685.5,46,5902,20.83,1777,5486,54,33.6,95.0,0.87,31.09,14.13
686.6,17,5904,15.14,1777,5486,54,37.7,33.5,1.88,19.29,13.31
687.7,18,5904,13.79,1177,5486,53,29.8,36.9,0.39,13.63,12.43
688.7,18,753,9.59,1177,5486,53,33.3,-1.0,60.33,10.42,9.34
