t_s,gpu_util_%,gpu_mem_mb,power_w,sm_mhz,mem_mhz,temp_c,cpu_total_%,cpu_mainproc_%,disk_read_mbs,disk_write_mbs,ram_used_gb
352.6,100,5864,33.53,1777,5486,56,28.3,101.0,0.0,0.02,13.41
353.7,100,5864,33.63,1777,5486,56,24.8,64.9,2.5,0.08,13.43
354.8,100,5864,33.60,1777,5486,56,24.2,4.4,3.05,0.05,13.42
355.8,100,5864,32.63,1777,5486,56,14.7,0.0,0.0,0.05,13.42
356.9,100,5864,27.42,1777,5486,55,20.0,41.4,0.0,0.0,13.42
357.9,100,5864,29.89,1777,5486,56,34.1,100.1,10.75,0.08,13.42
359.0,100,5864,32.63,1777,5486,56,22.9,97.4,0.06,0.11,13.42
360.1,100,5864,34.12,1777,5486,56,26.1,99.8,0.0,0.02,13.42
361.1,100,5871,33.81,1777,5486,56,23.5,63.8,3.53,0.4,13.44
362.2,100,5866,33.64,1777,5486,56,24.5,7.4,1.9,0.09,13.42
363.2,100,5866,32.71,1777,5486,56,15.3,0.0,0.0,0.02,13.42
364.3,100,5866,26.56,1777,5486,55,25.7,47.5,0.0,0.03,13.42
365.3,100,5866,30.06,1777,5486,55,28.3,102.0,0.0,0.03,13.4
366.4,100,5866,33.77,1777,5486,56,26.5,100.6,0.0,0.08,13.4
367.5,100,5866,33.85,1777,5486,56,27.2,97.7,0.07,0.06,13.4
368.5,87,5866,33.47,1777,5486,56,28.8,62.2,2.75,0.14,13.42
369.6,100,5866,33.12,1777,5486,56,21.4,3.0,1.27,0.32,13.39
370.6,100,5866,33.93,1777,5486,56,18.0,1.5,0.07,0.18,13.39
371.7,100,5866,26.41,1777,5486,56,24.8,47.5,0.0,0.03,13.39
372.7,99,5866,30.79,1777,5486,56,28.4,100.0,0.0,0.03,13.39
373.8,100,5866,34.87,1777,5486,56,26.0,102.2,0.0,0.02,13.39
374.9,100,5866,33.69,1777,5486,56,24.4,100.5,0.0,0.03,13.39
375.9,100,5866,33.21,1777,5486,56,34.5,62.1,2.1,0.09,13.39
377.0,100,5866,33.52,1777,5486,56,20.5,1.5,1.53,0.02,13.43
378.0,100,5866,33.20,1777,5486,56,25.1,7.4,0.49,1.03,13.4
379.1,100,5866,27.76,1777,5486,55,24.0,47.4,0.02,0.19,13.4
380.1,99,5866,30.98,1777,5486,56,31.8,99.2,0.0,0.0,13.4
381.2,100,5866,35.11,1777,5486,57,24.7,100.5,0.13,1.04,13.39
382.3,100,5866,33.60,1777,5486,56,28.6,100.8,0.0,0.01,13.39
383.3,100,5871,33.56,1777,5486,56,25.8,60.5,3.24,0.05,13.41
384.4,100,5871,33.62,1777,5486,56,18.2,1.5,2.0,0.13,13.42
385.4,100,5866,32.86,1777,5486,56,19.0,5.9,0.0,0.0,13.42
386.5,100,5866,27.86,1777,5486,55,24.0,47.3,0.26,0.47,13.42
387.5,100,5866,30.26,1777,5486,56,28.1,97.6,0.0,0.06,13.43
388.6,100,5866,32.59,1777,5486,56,26.2,99.1,0.0,0.05,13.43
389.7,100,5866,33.29,1777,5486,56,25.3,96.2,0.0,0.0,13.42
390.7,100,5866,33.63,1777,5486,56,28.0,60.6,3.92,0.48,13.43
391.8,100,5866,33.62,1777,5486,56,18.1,1.5,3.69,0.02,13.44
392.8,100,5866,32.67,1777,5486,56,20.8,3.0,0.0,0.03,13.43
393.9,100,5866,27.11,1777,5486,55,23.8,62.0,0.0,0.02,13.43
395.0,100,5866,29.85,1777,5486,55,26.0,100.3,0.0,0.11,13.43
396.0,100,5866,32.82,1777,5486,56,23.9,98.7,0.0,0.1,13.43
397.1,100,5866,34.08,1777,5486,56,35.3,100.8,3.27,0.34,13.45
398.1,100,5866,33.58,1777,5486,56,26.7,58.7,3.03,0.14,13.43
399.2,100,5866,33.63,1777,5486,56,17.9,1.5,2.29,0.0,13.39
400.3,100,5866,32.56,1777,5486,56,20.9,7.3,0.0,0.69,13.4
401.3,100,5866,26.46,1777,5486,56,18.0,52.0,0.49,0.27,13.39
402.4,100,5866,30.05,1777,5486,56,26.4,98.5,0.13,0.39,13.39
403.4,100,5866,34.04,1777,5486,56,30.4,93.2,0.66,0.29,13.4
404.5,100,5866,33.83,1777,5486,56,40.9,91.6,0.0,0.0,13.4
405.6,93,5864,33.43,1777,5486,56,38.9,53.0,5.78,0.11,13.42
406.6,100,5864,33.27,1777,5486,56,32.0,7.4,3.93,0.47,13.42
407.7,100,5864,32.16,1777,5486,56,21.2,4.4,0.13,0.17,13.41
408.7,100,5864,26.50,1777,5486,56,24.3,53.4,0.08,0.18,13.41
409.8,99,5864,30.82,1777,5486,56,31.2,104.1,0.21,0.21,13.41
410.8,100,5864,35.06,1777,5486,56,29.3,97.1,0.12,0.17,13.4
411.9,100,5864,33.67,1777,5486,56,29.7,97.7,0.36,0.16,13.4
413.0,100,5864,33.44,1777,5486,56,28.0,54.9,3.13,0.07,13.43
414.0,100,5864,33.62,1777,5486,56,23.7,1.5,2.11,0.81,13.43
415.1,100,5864,33.24,1777,5486,56,21.6,11.8,0.26,0.46,13.43
416.1,100,5864,27.89,1777,5486,56,23.2,57.5,0.29,0.72,13.43
417.2,99,5864,31.08,1777,5486,57,26.3,102.3,0.5,0.2,13.43
418.3,100,5864,35.18,1777,5486,57,25.7,101.3,0.54,0.34,13.41
419.3,100,5864,33.53,1777,5486,56,23.5,99.4,1.3,0.78,13.39
420.4,100,5864,33.51,1777,5486,56,28.7,49.9,3.04,0.04,13.42
421.4,100,5864,33.67,1777,5486,56,17.0,1.5,0.6,0.38,13.4
422.5,100,5864,32.83,1777,5486,56,15.9,0.0,0.0,0.02,13.4
423.6,100,5864,27.45,1777,5486,55,29.2,66.0,0.63,0.0,13.42
424.6,100,5864,30.20,1777,5486,56,25.7,100.6,0.08,0.12,13.41
425.7,100,5864,35.09,1777,5486,57,26.4,100.1,0.02,0.14,13.4
426.7,100,5864,33.35,1777,5486,56,29.1,100.5,0.06,0.05,13.4
427.8,100,5864,33.65,1777,5486,56,30.3,46.8,2.66,0.16,13.41
428.9,100,5864,33.67,1777,5486,57,18.4,2.9,0.33,0.05,13.4
429.9,100,5864,32.77,1777,5486,56,22.5,10.3,0.0,0.02,13.39
431.0,100,5864,26.82,1777,5486,55,27.4,69.5,0.08,0.29,13.39
432.1,100,5864,30.00,1777,5486,56,26.9,100.9,0.02,0.05,13.39
433.1,100,5864,33.37,1777,5486,56,29.3,98.9,0.0,0.0,13.38
434.2,100,5864,33.27,1777,5486,56,27.2,100.7,0.02,0.06,13.38
435.2,100,5864,33.61,1777,5486,56,29.0,42.8,4.12,0.28,13.39
436.3,100,5864,33.72,1777,5486,56,25.3,2.9,0.84,0.08,13.39
437.4,100,5864,32.47,1777,5486,56,16.1,0.0,0.0,0.0,13.39
438.4,100,5864,26.43,1777,5486,56,26.4,68.5,0.05,0.14,13.39
439.5,100,5864,30.35,1777,5486,56,26.8,99.4,0.08,0.07,13.39
440.6,100,5864,34.40,1777,5486,57,25.3,101.6,0.02,0.16,13.39
441.6,100,5864,33.79,1777,5486,56,28.2,99.6,0.1,0.34,13.39
442.7,100,5864,33.40,1777,5486,56,26.6,39.9,3.1,0.02,13.39
443.7,100,5864,33.81,1777,5486,56,19.1,4.4,1.19,0.41,13.4
444.8,100,5864,32.22,1777,5486,56,17.0,0.0,0.0,0.09,13.39
445.8,100,5864,26.57,1777,5486,56,27.5,70.2,0.0,0.22,13.39
446.9,99,5864,30.92,1777,5486,56,25.5,98.6,0.0,0.09,13.38
448.0,100,5864,35.07,1777,5486,57,24.0,97.7,0.0,0.04,13.38
449.0,100,5864,33.64,1777,5486,56,32.9,97.2,0.0,0.02,13.38
450.1,100,5871,33.58,1777,5486,56,29.4,35.7,4.66,0.02,13.41
451.1,100,5866,33.63,1777,5486,56,23.8,5.9,0.45,0.41,13.38
452.2,100,5866,31.47,1777,5486,55,18.4,0.0,0.0,0.0,13.39
453.3,100,5866,25.97,1777,5486,56,21.1,70.5,0.0,0.01,13.38
454.3,99,5866,31.19,1777,5486,56,24.3,99.2,0.0,0.03,13.38
455.4,100,5866,35.15,1777,5486,56,25.3,100.9,0.0,0.02,13.38
456.4,100,5866,33.50,1777,5486,56,27.5,92.1,0.07,0.23,13.38
457.5,100,5866,33.69,1777,5486,57,24.2,35.5,2.48,0.06,13.4
458.5,100,5866,33.68,1777,5486,56,18.6,2.9,0.0,0.05,13.39
459.6,100,5866,32.64,1777,5486,56,17.4,3.0,0.0,0.03,13.4
460.7,100,5866,26.48,1777,5486,56,20.7,70.2,0.0,0.14,13.4
461.7,99,5866,32.19,1777,5486,57,34.9,99.2,0.15,0.39,13.39
462.8,100,5866,35.03,1777,5486,56,28.8,100.1,0.16,0.16,13.39
463.8,100,5866,33.35,1777,5486,56,27.9,99.2,0.0,0.02,13.39
464.9,100,5866,33.61,1777,5486,56,37.6,34.1,4.24,0.01,13.41
465.9,100,5866,33.70,1777,5486,56,22.0,4.4,0.11,0.2,13.37
467.0,100,5866,32.71,1777,5486,56,21.4,0.0,0.0,0.05,13.37
468.1,100,5866,26.50,1777,5486,56,33.5,79.6,0.0,0.16,13.36
469.1,100,5866,30.07,1777,5486,56,25.3,100.7,0.0,0.05,13.35
470.2,100,5866,35.04,1777,5486,57,29.3,99.1,0.0,0.0,13.4
471.2,100,5866,33.12,1777,5486,56,32.5,99.6,0.0,0.1,13.4
472.3,100,5871,33.50,1777,5486,56,49.1,35.5,4.45,0.01,13.44
473.4,100,5866,33.72,1777,5486,57,34.1,7.3,0.71,0.0,13.41
474.4,100,5866,32.23,1777,5486,56,21.4,0.0,0.07,0.22,13.22
475.5,100,5866,26.39,1777,5486,56,24.3,76.6,0.0,0.02,13.22
476.5,99,5866,30.60,1777,5486,56,26.6,97.4,0.08,0.2,13.23
477.6,100,5866,34.68,1777,5486,57,24.3,100.7,0.0,0.64,13.22
478.7,100,5866,33.81,1777,5486,56,31.3,101.4,0.07,0.03,13.22
479.7,100,5866,33.35,1777,5486,56,24.8,34.3,4.58,0.02,13.25
480.8,100,5866,33.87,1777,5486,57,18.6,3.0,0.0,0.0,13.22
481.8,100,5866,32.26,1777,5486,56,24.6,11.8,0.26,0.09,13.25
482.9,100,5866,25.80,1777,5486,56,28.2,76.8,0.12,0.43,13.27
483.9,99,5866,31.19,1777,5486,56,29.9,99.5,0.02,0.27,13.26
485.0,100,5866,35.12,1777,5486,57,25.6,103.5,0.0,0.0,13.26
486.0,100,5866,33.44,1777,5486,56,26.7,99.0,0.08,0.21,13.26
487.1,100,5866,33.54,1777,5486,56,28.6,32.7,4.58,0.04,13.29
488.2,100,5866,33.65,1777,5486,57,23.3,4.5,0.07,0.03,13.27
489.2,100,5866,30.36,1777,5486,56,19.9,0.0,0.0,0.0,13.26
490.3,99,5866,26.50,1777,5486,56,23.8,72.3,0.0,0.0,13.26
491.3,100,5866,32.15,1777,5486,56,25.9,99.1,0.13,0.35,13.26
492.4,100,5866,35.06,1777,5486,57,25.9,100.7,0.03,0.12,13.26
493.4,100,5866,33.27,1777,5486,56,26.4,99.1,0.0,0.09,13.25
494.5,100,5866,33.65,1777,5486,56,26.4,34.1,4.34,0.0,13.25
495.5,100,5866,33.72,1777,5486,56,17.2,8.9,0.0,0.0,13.26
496.6,100,5866,32.72,1777,5486,56,17.1,0.0,0.07,0.3,13.26
497.7,100,5866,27.61,1777,5486,56,22.6,75.1,0.0,0.05,13.26
498.7,99,5866,32.52,1777,5486,56,24.3,99.2,0.0,0.0,13.26
499.8,100,5866,35.08,1777,5486,56,26.2,99.7,0.0,0.02,13.26
500.8,100,5866,33.21,1777,5486,56,23.8,98.6,0.0,0.03,13.26
501.9,100,5866,33.60,1777,5486,56,26.7,32.2,5.05,0.19,13.27
503.0,100,5866,33.71,1777,5486,56,15.1,1.5,0.0,0.01,13.26
504.0,100,5870,32.28,1777,5486,56,24.6,14.8,0.07,0.18,13.25
505.1,100,5870,26.46,1777,5486,55,23.0,79.6,0.0,0.01,13.25
506.1,99,5866,30.55,1777,5486,55,22.5,95.7,0.23,0.92,13.24
507.2,100,5866,35.08,1777,5486,57,23.7,99.1,0.0,0.05,13.24
508.3,100,5866,33.20,1777,5486,56,32.1,96.0,0.0,0.04,13.24
509.3,100,5866,33.39,1777,5486,56,27.9,30.9,4.94,8.28,13.25
510.4,100,5866,33.85,1777,5486,56,15.7,1.5,0.0,0.0,13.25
511.4,100,5882,32.24,1777,5486,56,21.8,1.5,0.0,0.17,13.27
512.5,100,5882,26.73,1777,5486,56,34.4,73.2,0.16,0.2,13.26
513.6,100,5874,30.98,1777,5486,56,25.2,100.5,0.0,0.0,13.25
514.6,100,5874,35.06,1777,5486,56,24.7,100.4,0.02,0.06,13.25
515.7,100,5874,33.05,1777,5486,56,24.3,97.8,0.07,0.02,13.25
516.7,100,5864,33.25,1777,5486,56,25.6,32.7,4.15,0.48,13.25
517.8,100,5864,33.97,1777,5486,57,20.6,7.4,0.0,0.0,13.25
518.8,100,5864,31.58,1777,5486,56,15.3,0.0,0.0,0.03,13.25
519.9,100,5864,26.09,1777,5486,56,26.7,78.6,0.0,0.0,13.25
520.9,99,5864,31.08,1777,5486,56,27.4,100.9,0.07,0.23,13.24
522.0,100,5864,35.06,1777,5486,57,32.4,100.4,0.0,0.0,13.25
523.1,100,5864,33.53,1777,5486,56,31.1,94.2,0.0,0.0,13.25
524.1,100,5864,33.54,1777,5486,56,33.5,31.1,6.8,0.02,13.25
525.2,100,5864,34.10,1777,5486,56,24.8,3.0,0.0,0.0,13.25
526.2,100,5864,30.76,1777,5486,56,21.9,11.7,0.07,0.34,13.25
527.3,100,5871,26.25,1777,5486,55,27.4,74.7,0.08,0.21,13.25
528.4,99,5867,31.60,1777,5486,56,30.4,100.6,0.0,0.04,13.25
529.4,100,5867,34.98,1777,5486,57,23.8,99.8,0.0,0.02,13.26
530.5,100,5867,33.28,1777,5486,56,25.3,100.1,0.0,0.0,13.25
531.5,100,5864,33.38,1777,5486,56,28.2,32.3,5.23,0.2,13.26
532.6,100,5864,33.57,1777,5486,56,15.0,1.5,0.0,0.02,13.26
533.7,100,5864,32.62,1777,5486,56,20.5,7.4,0.0,0.09,13.26
534.7,100,5864,26.94,1777,5486,56,24.2,75.5,0.0,0.07,13.26
535.8,100,5864,32.17,1777,5486,56,29.4,99.7,0.2,0.0,13.26
536.8,100,5864,34.97,1777,5486,57,27.2,99.5,0.07,0.25,13.26
537.9,100,5864,33.21,1777,5486,56,26.2,99.6,0.0,0.03,13.26
538.9,100,5864,33.60,1777,5486,56,26.6,36.9,4.25,0.03,13.31
540.0,100,5864,33.62,1777,5486,56,17.5,3.0,1.17,0.01,13.27
541.0,100,5864,32.67,1777,5486,56,15.5,0.0,0.0,0.0,13.29
542.1,100,5864,26.50,1777,5486,55,25.6,71.9,0.0,0.09,13.3
543.2,100,5864,30.08,1777,5486,55,25.8,98.3,0.0,0.0,13.32
544.2,100,5864,35.03,1777,5486,56,27.0,99.3,0.0,0.0,13.33
545.3,100,5864,33.19,1777,5486,56,24.4,99.3,0.0,0.0,13.34
546.3,100,5864,33.48,1777,5486,56,27.7,37.0,3.45,0.0,13.36
547.4,100,5864,33.75,1777,5486,56,17.3,2.9,0.08,0.3,13.35
548.4,100,5864,32.19,1777,5486,56,17.8,6.0,0.0,0.03,13.35
549.5,100,5864,26.40,1777,5486,56,25.3,75.4,0.09,0.18,13.34
550.5,99,5864,30.76,1777,5486,55,22.5,100.7,0.0,0.0,13.34
551.6,100,5864,34.78,1777,5486,56,27.4,100.8,0.13,0.28,13.33
552.6,100,5864,33.73,1777,5486,56,24.7,100.7,0.07,0.17,13.34
553.7,100,5864,33.37,1777,5486,56,23.6,38.7,3.92,0.0,13.34
554.8,100,5864,33.86,1777,5486,56,14.0,1.5,0.0,0.0,13.34
555.8,100,5864,32.17,1777,5486,56,18.1,8.9,0.0,0.0,13.34
556.9,100,5864,26.79,1777,5486,56,23.0,66.5,0.07,0.24,13.34
557.9,99,5864,30.94,1777,5486,56,26.6,98.0,0.0,0.05,13.34
559.0,100,5864,35.07,1777,5486,56,22.2,100.7,0.0,0.13,13.34
560.0,100,5864,33.61,1777,5486,56,27.4,100.4,0.0,0.0,13.34
561.1,100,5864,33.51,1777,5486,56,23.2,40.0,3.15,0.0,13.35
562.2,100,5864,33.64,1777,5486,56,18.9,4.4,0.31,0.08,13.34
563.2,100,5864,31.42,1777,5486,56,15.5,0.0,0.07,0.02,13.34
564.3,100,5864,25.96,1777,5486,56,23.3,67.7,2.11,0.0,13.34
565.3,99,5864,31.12,1777,5486,56,29.2,98.2,0.0,0.0,13.34
566.4,100,5864,35.10,1777,5486,57,27.5,97.5,0.02,0.21,13.34
567.4,100,5864,33.47,1777,5486,56,27.1,100.2,0.15,0.31,13.34
568.5,100,5871,33.56,1777,5486,56,32.0,40.0,4.55,0.02,13.36
569.6,100,5867,33.64,1777,5486,56,20.2,4.4,1.4,0.0,13.36
570.6,100,5867,32.60,1777,5486,56,17.3,5.9,0.0,0.0,13.35
571.7,100,5867,26.30,1777,5486,56,22.8,68.0,0.0,0.07,13.35
572.7,100,5867,31.95,1777,5486,56,29.1,99.8,0.0,0.0,13.35
573.8,100,5867,35.02,1777,5486,56,25.8,100.6,0.0,0.0,13.35
574.8,100,5867,33.29,1777,5486,56,27.8,102.3,0.0,0.11,13.35
575.9,100,5867,33.56,1777,5486,56,30.1,43.0,5.88,0.0,13.36
577.0,100,5867,33.62,1777,5486,56,18.0,1.5,3.11,0.49,13.34
578.0,100,5867,32.64,1777,5486,56,20.3,11.9,0.0,0.03,13.34
579.1,100,5867,26.83,1777,5486,55,23.6,60.5,0.0,0.0,13.33
580.1,100,5867,30.05,1777,5486,55,29.1,96.9,0.0,0.01,13.33
581.2,100,5864,35.02,1777,5486,56,29.6,98.7,0.0,0.01,13.33
582.3,100,5864,33.19,1777,5486,56,30.0,100.7,0.05,0.23,13.33
583.3,100,5864,33.49,1777,5486,56,34.4,37.0,4.79,0.02,13.35
584.4,100,5864,33.68,1777,5486,56,18.8,1.5,1.0,0.0,13.32
585.4,100,5864,32.63,1777,5486,56,18.7,4.4,0.01,0.0,13.32
586.5,100,5864,26.36,1777,5486,55,26.3,67.9,0.0,0.17,13.25
587.5,100,5864,30.18,1777,5486,55,29.0,96.4,0.1,0.33,13.25
588.6,100,5864,34.19,1777,5486,56,25.9,101.0,0.0,0.0,13.24
589.6,100,5864,33.79,1777,5486,56,24.6,96.6,0.0,0.03,13.24
590.7,100,5864,33.06,1777,5486,56,28.0,46.0,3.57,0.0,13.27
591.7,100,5864,33.68,1777,5486,56,16.8,1.5,0.53,0.25,13.26
592.8,100,5864,32.14,1777,5486,56,19.4,3.0,0.0,0.02,13.26
593.8,100,5864,26.47,1777,5486,56,24.0,59.2,0.0,0.0,13.25
594.9,99,5864,30.83,1777,5486,55,26.5,99.1,0.0,0.0,13.24
596.0,100,5864,34.85,1777,5486,56,25.1,98.0,0.07,0.0,13.25
597.0,100,5864,33.71,1777,5486,56,28.9,99.2,0.07,0.34,13.24
598.1,100,5864,33.34,1777,5486,56,37.6,51.7,38.79,1.17,13.44
599.1,100,5864,33.56,1777,5486,56,18.7,1.5,1.71,0.28,13.45
600.2,100,5864,32.20,1777,5486,56,16.7,0.0,0.0,0.18,13.45
601.2,100,5864,26.84,1777,5486,56,26.6,57.4,0.46,0.0,13.44
602.3,99,5864,31.02,1777,5486,56,25.7,100.9,0.1,0.29,13.44
603.4,100,5864,35.06,1777,5486,56,23.6,99.6,0.0,0.01,13.44
604.4,100,5864,33.55,1777,5486,56,24.9,102.0,0.0,0.0,13.44
605.5,100,5864,33.53,1777,5486,56,27.6,50.3,3.52,0.0,13.45
606.5,100,5864,33.67,1777,5486,56,18.2,1.5,2.2,0.04,13.44
607.6,100,5864,32.89,1777,5486,56,24.1,17.8,0.0,0.15,13.44
608.7,100,5864,28.09,1777,5486,55,26.0,58.7,0.0,0.02,13.43
609.7,99,5864,31.15,1777,5486,56,26.2,99.1,0.0,0.02,13.42
610.8,100,5864,35.09,1777,5486,57,25.1,101.1,0.43,0.71,13.44
611.8,100,5864,33.36,1777,5486,56,28.4,100.5,0.08,0.25,13.44
612.9,100,5864,33.52,1777,5486,56,25.4,51.9,3.46,0.1,13.44
614.0,100,5864,33.61,1777,5486,56,19.1,1.5,1.64,0.07,13.42
615.0,100,5864,32.66,1777,5486,56,16.8,0.0,0.02,0.09,13.41
616.1,100,5864,27.46,1777,5486,55,24.1,58.9,0.03,0.12,13.41
617.1,100,5864,29.99,1777,5486,55,24.2,99.5,0.0,0.02,13.41
618.2,100,5864,35.04,1777,5486,56,23.2,98.3,0.07,0.23,13.41
619.2,100,5864,33.22,1777,5486,56,29.0,101.3,0.07,0.22,13.4
620.3,100,5864,33.53,1777,5486,56,25.6,51.9,4.0,0.0,13.42
621.3,100,5864,33.59,1777,5486,56,17.7,4.4,1.3,0.0,13.41
622.4,100,5864,32.71,1777,5486,56,21.8,14.8,0.15,0.27,13.41
623.5,100,5864,26.82,1777,5486,55,22.7,57.4,0.0,0.0,13.41
624.5,100,5864,30.02,1777,5486,55,25.6,100.7,0.0,0.12,13.41
625.6,100,5864,33.33,1777,5486,57,28.4,97.7,0.71,1.79,13.39
626.6,100,5864,34.03,1777,5486,56,28.1,100.6,0.0,0.0,13.38
627.7,100,5871,33.60,1777,5486,56,28.0,52.1,3.75,0.1,13.42
628.7,100,5871,33.67,1777,5486,56,18.8,4.4,1.17,0.02,13.38
629.8,100,5867,32.65,1777,5486,56,18.7,3.0,0.02,0.06,13.38
630.9,100,5867,26.38,1777,5486,56,22.6,62.0,0.03,0.09,13.38
631.9,100,5867,30.22,1777,5486,56,21.2,100.8,0.07,0.18,13.38
633.0,100,5864,34.24,1777,5486,56,24.7,97.6,0.0,0.0,13.38
634.0,100,5864,33.81,1777,5486,56,24.8,102.0,0.0,0.0,13.38
635.1,100,5871,33.46,1777,5486,56,26.9,50.4,2.98,0.0,13.39
636.2,100,5871,33.40,1777,5486,56,19.5,1.5,1.01,0.89,13.38
637.2,100,5867,32.15,1777,5486,56,17.2,0.0,0.07,0.27,13.38
638.2,100,5867,26.46,1777,5486,56,22.3,46.0,0.07,0.03,13.38
639.3,99,5867,30.84,1777,5486,56,27.8,97.5,0.0,0.0,13.38
640.4,100,5864,35.04,1777,5486,56,31.1,99.1,0.04,0.14,13.38
641.4,100,5864,33.67,1777,5486,56,35.0,96.0,0.13,0.0,13.34
642.5,100,5864,33.42,1777,5486,56,32.6,51.4,3.27,0.08,13.4
643.5,100,5864,33.58,1777,5486,56,20.9,1.5,2.05,0.03,13.4
644.6,100,5864,33.23,1777,5486,56,23.3,16.3,0.0,0.0,13.4
645.7,100,5864,27.88,1777,5486,56,22.3,56.1,0.0,0.0,13.4
646.7,99,5864,31.02,1777,5486,56,26.6,100.5,0.0,0.01,13.39
647.8,100,5864,35.13,1777,5486,57,30.2,99.4,0.08,0.22,13.39
648.8,100,5864,33.52,1777,5486,56,23.0,100.4,0.0,0.03,13.39
649.9,100,5864,33.51,1777,5486,56,30.6,53.2,3.51,0.0,13.41
651.0,100,5864,33.65,1777,5486,57,20.5,1.5,0.28,0.0,13.41
652.0,100,5864,32.88,1777,5486,56,16.5,0.0,0.07,0.28,13.4
653.1,100,5864,27.79,1777,5486,55,33.5,57.8,0.0,0.01,13.4
654.1,100,5864,30.32,1777,5486,56,25.9,100.2,0.0,0.0,13.4
655.2,100,5864,35.10,1777,5486,57,24.6,98.7,0.0,0.0,13.4
656.3,100,5864,33.29,1777,5486,56,25.4,99.5,0.0,0.0,13.4
657.3,100,5864,33.60,1777,5486,56,27.5,54.9,2.17,0.36,13.42
658.4,100,5864,33.65,1777,5486,56,18.0,1.5,0.75,0.02,13.41
659.4,100,5864,32.62,1777,5486,56,16.0,0.0,0.0,0.0,13.42
660.5,100,5864,27.10,1777,5486,55,21.8,56.3,0.09,0.01,13.41
661.5,100,5864,29.91,1777,5486,55,31.7,99.1,0.08,0.07,13.41
662.6,100,5864,32.83,1777,5486,57,25.6,99.7,0.07,0.02,13.41
663.7,100,5864,34.05,1777,5486,56,23.6,100.9,0.0,0.0,13.42
664.7,100,5864,33.63,1777,5486,56,27.9,53.1,2.94,0.02,13.41
665.8,100,5864,33.66,1777,5486,56,19.6,3.0,1.63,0.0,13.42
666.8,100,5864,32.61,1777,5486,56,18.1,5.9,0.0,0.03,13.42
667.9,100,5864,26.55,1777,5486,56,24.6,56.5,0.08,0.34,13.43
668.9,100,5864,30.10,1777,5486,56,27.8,100.5,0.0,0.0,13.42
670.0,100,5864,34.00,1777,5486,57,24.0,97.6,0.0,0.0,13.42
671.0,100,5864,33.89,1777,5486,56,22.1,99.6,0.0,0.0,13.42
672.1,90,5864,33.47,1777,5486,56,25.9,52.5,2.29,0.0,13.43
673.2,100,5864,33.22,1777,5486,56,16.0,1.5,0.85,0.31,13.41
674.2,100,5864,32.21,1777,5486,56,22.9,10.4,0.0,0.05,13.4
675.3,100,5864,26.57,1777,5486,56,21.9,58.9,0.07,0.0,13.4
676.3,99,5864,30.82,1777,5486,56,30.3,96.5,0.0,0.0,13.4
677.4,100,5864,35.03,1777,5486,56,23.2,103.6,0.02,0.08,13.4
678.5,100,5864,33.70,1777,5486,56,25.6,100.6,0.0,0.09,13.39
679.5,100,5864,33.47,1777,5486,56,25.3,49.1,4.92,0.02,13.41
680.6,100,5864,33.59,1777,5486,56,18.5,5.9,2.13,0.0,13.41
681.6,100,5864,33.23,1777,5486,56,15.6,3.0,0.0,0.0,13.41
682.7,100,5864,26.59,1777,5486,55,24.8,53.4,0.07,0.19,13.4
683.7,99,5864,31.08,1777,5486,56,26.3,102.1,0.0,0.01,13.4
684.8,99,5864,35.18,1777,5486,56,27.1,100.8,0.04,0.05,13.41
685.9,100,5864,33.51,1777,5486,56,27.3,98.6,0.26,0.57,13.41
686.9,100,5864,33.50,1777,5486,56,25.3,50.4,2.46,0.03,13.41
688.0,100,5864,33.65,1777,5486,56,18.9,4.4,0.07,0.23,13.41
689.0,100,5864,32.85,1777,5486,56,15.2,4.4,0.0,0.02,13.4
690.1,100,5864,27.87,1777,5486,55,20.9,60.5,0.0,0.11,13.4
691.2,100,5864,30.31,1777,5486,56,24.4,98.4,0.0,0.0,13.4
692.2,100,5864,35.04,1777,5486,57,26.2,94.9,0.22,0.0,13.4
693.3,100,5864,33.36,1777,5486,56,29.5,97.4,0.41,0.08,13.45
694.3,100,5864,33.50,1777,5486,56,31.6,51.8,9.07,2.56,13.44
695.4,100,5864,33.65,1777,5486,57,19.2,1.5,3.41,0.01,13.42
696.5,100,5864,32.63,1777,5486,56,17.2,1.5,0.13,0.04,13.42
697.5,100,5864,27.24,1777,5486,55,22.3,50.1,0.0,0.0,13.42
698.6,100,5864,29.91,1777,5486,56,28.4,100.5,0.08,0.23,13.43
699.6,100,5864,32.65,1777,5486,56,31.3,98.9,0.42,0.0,13.43
700.7,100,5864,33.28,1777,5486,56,31.9,99.2,0.44,1.24,13.42
701.7,100,5864,33.54,1777,5486,56,33.1,50.4,3.98,0.0,13.43
702.8,100,5864,33.69,1777,5486,56,25.1,1.5,0.9,0.23,13.45
703.8,100,5864,32.71,1777,5486,56,19.0,0.0,0.14,0.01,13.29
704.9,100,5864,26.69,1777,5486,55,32.2,57.4,0.81,0.31,13.28
706.0,100,5864,30.08,1777,5486,55,27.4,99.4,1.22,0.48,13.26
707.0,100,5864,33.59,1777,5486,57,39.0,96.5,1.2,2.74,13.27
708.1,100,5864,34.00,1777,5486,56,25.8,101.1,1.47,0.56,13.25
709.1,89,5864,33.44,1777,5486,56,29.9,51.4,3.86,0.02,13.27
710.2,100,5864,33.69,1777,5486,56,16.2,1.5,0.83,0.0,13.26
